Nº,Desc. nacionalidade,A/S curricular aluno,Sexo (M/F),Desc. tipos aluno,Cód. curso,Nome curso,Área Científica,Empregabilidade,Ano lectivo ingresso,Candidatos - Formade Ingresso 1.º ano 1.ª vez,Nota de Ingresso,Ano Nascimento,Idade neste ano letivo,Ano conclusão habilitação anterior,Classificação habilitação anterior,Desc. habilitação anterior,Desc. regime frequência,Bolsa DGES,Concelho,Km Distância ISEC Lisboa - Concelho Morada Indicada pelo estudante,Desc. habilitação literária mãe,Desc. habilitação literária pai,Desc. profissão mãe,Desc. profissão pai,Desc. situação profissional mãe,Desc. situação profissional pai,Desc. situação profissional (aluno),Desc. grupo profissional (aluno),ECTS (aprovados),ECTS (inscrito),% de ECTS feitos face inscritos,Média UC Realizadas,Diplomou-se até 2022 (Curso),Diplomou-se até 2022 (Data),Abandono?
20190205,Portuguesa,2,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,15.30,2001,20,2021,16,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Torres Vedras,45.30,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),"Trabalhadores da transformação de alimentos, da madeira, do vestuário e outras indústrias e artesanato","Trabalhadores qualificados da construção e similares, exceto eletricista",Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalhadores dos cuidados pessoais e similares,60,60,100%,14.27,Não,Não,renovou no ano seguinte
20190399,Portuguesa,2,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,11.95,2001,20,2021,13,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Sintra,32.10,Mestrado,Licenciatura,Não disponível,Outra situação,Desconhecida /Não Tem,Trabalha por conta própria - (como empregador),Trabalha por conta de outrém,Pessoal Administrativo e Similares,6,60,10%,10.00,Não,Não,Não renovou
20200129,Portuguesa,2,F,Trabalhador Estudante,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.09,1999,22,2020,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Amadora,8.00,12.º ano de escolaridade,12.º ano de escolaridade,Não disponível,Sargentos das Forças Armadas,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Outro pessoal de apoio de tipo administrativo,19,60,32%,13.32,Não,Não,renovou no ano seguinte
20210603,Portuguesa,2,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,K - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP de outro estabelecimento,11.90,2000,21,2021,14,Titulares de diploma de CTeSP,Diurno (horário não vinculativo),Não,Nazare,117.00,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Não Responde,Não Responde,Reformado/a,Trabalha por conta própria - (como empregador),Trabalha no negócio de familia,Outro pessoal de apoio de tipo administrativo,46,46,100%,14.35,Não,Não,renovou no ano seguinte
20190252,Portuguesa,2,F,Normal,9853,Educação Básica,140 – Formação de Professores/Formadores e Ciências da Educação,99.50%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,14.35,2000,21,2021,14,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,Licenciatura,Licenciatura,Pessoal de apoio direto a clientes,"Trabalhadores qualificados da construção e similares, exceto eletricista",Trabalha no negócio de familia,Trabalha por conta própria - (como empregador),"Aluno, estudante",Outra situação,39,60,65%,12.46,Não,Não,renovou no ano seguinte
20210016,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,14.88,1994,27,2015,11,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Licenciatura,Licenciatura,Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Reformado/a,"Aluno, estudante",Outro pessoal de apoio de tipo administrativo,60,60,100%,16.27,Não,Não,renovou no ano seguinte
20210185,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.16,2002,19,2021,11,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Cascais,35.30,6º ano de escol.(antigo 2ºano lic./ciclo prepara.),12.º ano de escolaridade,Outra situação,"Técnicos e profissões das ciências e engenharia, de nível intermédio",Trabalha por conta de outrém,Outra Situação,"Aluno, estudante",Outra situação,48,60,80%,12.96,Não,Não,renovou no ano seguinte
20210221,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.72,2002,19,2021,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Licenciatura,Curso de Especialização Tecnológica,Não disponível,Não disponível,Desconhecida /Não Tem,Trabalha no negócio de familia,"Aluno, estudante",Desconhecido/não sabe,30,60,50%,15.10,Não,Não,Não renovou
20210291,Caboverdiana,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,O - Licenciaturas - Concurso Especial de Acesso e Ingresso para Estudante Internacional,13.00,2001,20,2019,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Ensino médio,Ensino médio,Técnicos das tecnologias de informação e comunicação,Não disponível,Trabalha por conta de outrém,Desempregado/a,"Aluno, estudante",Outra situação,29,60,48%,13.03,Não,Não,renovou no ano seguinte
20210429,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.46,2001,20,2021,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,12.º ano de escolaridade,12.º ano de escolaridade,Outra situação,Outra situação,Desempregado/a,Trabalha por conta de outrém,"Aluno, estudante",Outra situação,55,60,92%,12.58,Não,Não,renovou no ano seguinte
20210446,Portuguesa,1,F,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],14.23,1999,22,2018,15,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Loures,10.10,Licenciatura,Licenciatura,Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Trabalha por conta própria - (como empregador),"Aluno, estudante",Não Responde,30,60,50%,14.43,Não,Não,renovou no ano seguinte
20210432,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.67,2002,19,2020,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Caldas da Rainha,87.50,Licenciatura,Mestrado,Não Responde,Não Responde,Trabalha por conta de outrém,Trabalha por conta de outrém,"Aluno, estudante","Técnicos e profissões das ciências e engenharia, de nível intermédio",60,60,100%,12.62,Não,Não,renovou no ano seguinte
20210430,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],11.15,2002,19,2021,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Mafra,35.00,Licenciatura,12.º ano de escolaridade,Professores,Trabalhadores dos serviços pessoais,Trabalha por conta de outrém,Trabalha por conta própria - independente (sem empregados),"Aluno, estudante",Outra situação,56,60,93%,13.91,Não,Não,renovou no ano seguinte
20210217,Portuguesa,1,M,Trabalhador Estudante,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,14.96,1983,38,2010,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,11.º ano de escolaridade,4.º ano de escolaridade (antiga 4.ª classe),Outra situação,Outra situação,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Operadores de instalações e Máquinas e Trabalhadores da Montagem,60,60,100%,12.65,Não,Não,renovou no ano seguinte
20210646,Portuguesa,1,F,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.60,2003,18,2021,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,12.º ano de escolaridade,12.º ano de escolaridade,Vendedores,Vendedores,Trabalha no negócio de familia,Trabalha por conta própria - (como empregador),"Aluno, estudante",Outra situação,60,60,100%,14.75,Não,Não,renovou no ano seguinte
20210498,Guineense,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,12.85,1993,28,2012,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Licenciatura,9º ano de esco(antigo 5º ano liceal/ensino técni.),Professores,Condutores de veículos e operadores de equipamentos móveis,Reformado/a,Trabalha por conta própria - independente (sem empregados),"Aluno, estudante",Outra situação,39,60,65%,11.08,Não,Não,renovou no ano seguinte
20210590,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,13.48,1994,27,2015,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Trabalha por conta de outrém,Pessoal Administrativo e Similares,0,60,0%,0.00,Não,Não,Não renovou
20210674,Portuguesa,1,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,13.09,1973,48,1993,12,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Oeiras,21.30,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Não Responde,Não Responde,Reformado/a,Reformado/a,Trabalha por conta própria - independente (sem empregados),Directores de produção e de serviços especializados,60,60,100%,13.95,Não,Não,renovou no ano seguinte
20200300,Portuguesa,2,F,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,14.43,1997,24,2016,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Loures,10.10,4.º ano de escolaridade (antiga 4.ª classe),6º ano de escol.(antigo 2ºano lic./ciclo prepara.),Trabalhadores de limpeza,Outra situação,Domestica/o,Trabalha por conta própria - (como empregador),Trabalha no negócio de familia,Pessoal de apoio directo a clientes,60,60,100%,13.02,Não,Não,renovou no ano seguinte
20200587,Caboverdiana,2,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,H - Licenciatura - Acesso para maiores de 23,13.97,1997,24,2017,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,Desempregado/a,"Trabalhadores não qualificados da indústria extractiva, construção, indústria transformadora e transportes",18,60,30%,10.83,Não,Não,renovou no ano seguinte
20190234,Portuguesa,2,M,Trabalhador Estudante,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],12.46,2000,21,2019,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Odivelas,7.40,12.º ano de escolaridade,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Trabalha por conta de outrém,Desempregado/a,Outro pessoal de apoio de tipo administrativo,53,60,88%,12.60,Não,Não,renovou no ano seguinte
20200238,Portuguesa,2,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,G - Licenciatura - Regime geral de acesso [12º ano + Exames Nacionais],15.15,2001,20,2020,17,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Torres Vedras,45.30,12.º ano de escolaridade,Mestrado,"Empregados de escritório, secretários em geral e operadores de processamento de dados","Técnicos e profissões das ciências e engenharia, de nível intermédio",Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,60,60,100%,12.83,Não,Não,renovou no ano seguinte
20180296,Portuguesa,2,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,13.40,1998,23,2021,12,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Vila Franca de Xira,34.40,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,9,30,30%,14.33,Não,Não,renovou no ano seguinte
20180294,Portuguesa,2,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,13.40,1999,22,2021,12,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,13,30,43%,13.46,Não,Não,renovou no ano seguinte
20180310,Portuguesa,2,M,Normal,8522,Energias Renováveis e Ambiente,422 – Ciências do Ambiente,93.80%,202122,J - Licenciatura - Titulares de diploma de curso técnico superior profissional - CTeSP do ISEC Lisboa,13.40,2000,21,2021,12,Titulares de diploma de CTeSP,Pós-Laboral (horário não vinculativo),Não,Seixal,27.80,Não Responde,Não Responde,Não Responde,Não Responde,Desconhecida /Não Tem,Desconhecida /Não Tem,"Aluno, estudante",Outra situação,9,30,30%,13.89,Não,Não,renovou no ano seguinte
20200115,Portuguesa,1,M,Trabalhador Estudante,160,Engenharia da Construção e da Reabilitação,582 – Construção Civil e Engenharia Civil,100.00%,202122,H - Licenciatura - Acesso para maiores de 23,15.20,1977,44,2011,NA,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Lisboa,0.00,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),Não Responde,Não Responde,Reformado/a,Reformado/a,Trabalha por conta própria - (como empregador),"Trabalhadores qualificados da construção e similares, excepto electricista",30,56,54%,14.37,Não,Não,renovou no ano seguinte
20210120,Portuguesa,1,M,Normal,160,Engenharia da Construção e da Reabilitação,582 – Construção Civil e Engenharia Civil,100.00%,202122,H - Licenciatura - Acesso para maiores de 23,17.97,1994,27,2015,14,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,Doutoramento,Doutoramento,Outra situação,Outra situação,Trabalha por conta de outrém,Trabalha por conta de outrém,Trabalha por conta própria - (como empregador),Outra situação,0,60,0%,0.00,Não,Não,Não renovou
20210224,Portuguesa,1,M,Normal,160,Engenharia da Construção e da Reabilitação,582 – Construção Civil e Engenharia Civil,100.00%,202122,N - Licenciatura - Titulares de diploma de vias profissionalizantes (dupla certificação),16.00,2003,18,2021,16,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),Não,Sintra,32.10,12.º ano de escolaridade,12.º ano de escolaridade,Não Responde,Não Responde,Trabalha por conta própria - (como empregador),Trabalha por conta própria - (como empregador),"Aluno, estudante",Operadores de instalações fixas e máquinas,60,60,100%,13.32,Não,Não,renovou no ano seguinte
20200114,Portuguesa,1,M,Normal,160,Engenharia da Construção e da Reabilitação,582 – Construção Civil e Engenharia Civil,100.00%,202122,H - Licenciatura - Acesso para maiores de 23,15.24,1976,45,2008,13,12.º ano de escolaridade,Pós-Laboral (horário não vinculativo),sim,Mafra,35.00,4.º ano de escolaridade (antiga 4.ª classe),4.º ano de escolaridade (antiga 4.ª classe),"Agricultores, criadores de animais, pescadores, caçadores e coletores, de subsistência","Agricultores, criadores de animais, pescadores, caçadores e coletores, de subsistência",Desconhecida /Não Tem,Reformado/a,Trabalha por conta de outrém,Pessoal Administrativo e Similares,75,75,100%,15.16,Não,Não,renovou no ano seguinte
